timestamp_utc,open,high,low,close,volume
2025-02-05 00:00:00,1.03712,1.03817,1.03696,1.03786,66702869791
2025-02-05 01:00:00,1.03787,1.03864,1.03720,1.03732,67242820239
2025-02-05 02:00:00,1.03733,1.03848,1.03728,1.03843,67247093185
2025-02-05 03:00:00,1.03843,1.03860,1.03791,1.03794,66988921981
2025-02-05 04:00:00,1.03795,1.03822,1.03760,1.03784,66700457408
2025-02-05 05:00:00,1.03784,1.03785,1.03732,1.03777,66901218424
2025-02-05 06:00:00,1.03775,1.03937,1.03740,1.03848,67096761466
2025-02-05 07:00:00,1.03847,1.04096,1.03819,1.04025,67399784855
2025-02-05 08:00:00,1.04024,1.04082,1.03899,1.04037,67624780593
2025-02-05 09:00:00,1.04036,1.04174,1.04014,1.04037,67482883522
2025-02-05 10:00:00,1.04038,1.04304,1.04017,1.04250,67511211129
2025-02-05 11:00:00,1.04249,1.04252,1.04114,1.04147,67220533409
2025-02-05 12:00:00,1.04144,1.04218,1.04106,1.04188,67320051464
2025-02-05 13:00:00,1.04189,1.04256,1.04013,1.04076,67726351728
2025-02-05 14:00:00,1.04079,1.04261,1.04060,1.04232,67732938095
2025-02-05 15:00:00,1.04269,1.04424,1.04149,1.04221,67996507502
2025-02-05 16:00:00,1.04220,1.04245,1.04102,1.04179,67559834912
2025-02-05 17:00:00,1.04181,1.04241,1.04102,1.04198,67058475335
2025-02-05 18:00:00,1.04196,1.04215,1.04140,1.04153,66785188252
2025-02-05 19:00:00,1.04154,1.04166,1.04044,1.04069,67041114192
2025-02-05 20:00:00,1.04068,1.04069,1.04009,1.04045,66715980924
2025-02-05 21:00:00,1.04045,1.04066,1.03967,1.04021,66421790479
2025-02-05 22:00:00,1.04020,1.04046,1.03959,1.04041,63150122592
2025-02-05 23:00:00,1.04039,1.04058,1.03969,1.03985,66275229041
